title,company,country,date_posted,description,indeed_skills,skills
Senior Engineering Manager - Splunk UI,Splunk,USA,2020-05-13,senior engineering manager - splunk uijoin us as we pursue our disruptive new vision to make machine data accessible  usable  and valuable to everyone  we are a company filled with people who are passionate about our product and seek to deliver the best experience for our customers  at splunk  we’re committed to our work  customers  having fun  and most importantly to each other’s success  learn more about splunk careers and how you can become a part of our journey rolewe are seeking a senior manager in engineering  ui focused  to help lead  design  develop  and deliver a next-generation dashboard and visualization experience  this person will be an experienced leader able to work with product management  design and engineering leaders to envision a world-class product  we are looking for a person who will take ownership of their domain and who is driven to solve problems at multiple levels collaboration and partnerships are paramount in our company culture and want leaders who can communicate at a high level but can also talk in low-level details to achieve a greater goal responsibilitiesyou will recruit  mentor  and grow world-class engineers partner with cross-functional team members to develop and maintain a well-defined roadmap  while balancing technological excellence lead technical direction and architecture with engineering team members facilitate coordination of multiple scrum teams to successfully deliver committed feature sets driving practices in training  development  and efficiencies across multiple feature teams build a culture of continuous learning  growth  and sharing of technological insights educate and advocate for engineering best practices within the ui ecosystem requirements8+ years of management experience in engineering8+ years of proven experience building design system  component libraries and frameworks on an enterprise levelproficiency in modern web technologies  react  redux  jest  storybook  webpack  i18n l10n  a11y  etc demonstrated ability in delivering multiple complex technical projects  within an agile environmentdemonstrated ability to build a culture of team building and people managemententrepreneurial drive and ability to reach a stretch goal in a fast-paced environmentqualificationstypically requires 4 to 6 years of management experience and 12 years of professional experience with a bachelor’s degree  or 2 to 4 years of management experience and 8 years and a master’s degree  or a ph d  with 1 to 3 years of management experience and 5 years’ experience  or equivalent experiencewe value diversity at our company  all qualified applicants will receive consideration for employment without regard to race  color  religion  sex  sexual orientation  gender identity  national origin  or any other applicable legally protected characteristics in the location in which the candidate is applying for job positions in san francisco  ca  and other locations where required  we will consider for employment qualified applicants with arrest and conviction records ,"'C', 'R', 'Splunk'","['Ad Design', 'Agile', 'Architecture', 'Collaboration', 'Dashboard', 'Engineering', 'Product Management', 'React', 'Redux', 'Scrum', 'Team Building', 'Training', 'User Interface (UI)', 'Visualization']"
"Manager Software Development - AWS Glue - Palo Alto, CA","Amazon Web Services, Inc.",USA,2020-05-14,bachelor degree in computer science or equivalent7+ years of industry experience3+ years of people management experience  leading technical professionals  software developers  development managers  and or technical program managers senior manager of software development - aws glue - palo alto  wathe company amazon web services  aws  provides companies of all sizes with aninfrastructure web services platform in the cloud  with aws  you canrequisition compute power  storage  and other services – paying as yougo for only the resources you need  aws is the leading platform for designing and developing applications for the cloud  has over 400 000 third party developers writing applications for the platform and is currently used by leading companies like new york times  netflix and nasa jpl  see details at http   aws amazon com the group the database services group provides rapidly growing  industry acclaimed cloud services in areas of serverless big data platforms  datalakes  data analytics  and operational databases  the group is at the forefront of innovation in these areas producing world-class cloud services  which while large profitable businesses  are also in their infancy  they represent a large fraction of the aws business  and continue to accelerate the team aws glue is a fully managed  serverless  next-generation data integration service and datalake service  aws glue makes it simple and cost-effective to organize and categorize your data  as well as clean  enrich  and prepare it for fast analytics  it helps our customers build modern datalakes at the aws scale  we are looking for an experienced leader to take an early lead in the serverless big data and datalake market  and extend it by defining and delivering industry-leading  next-generation services architected for the cloud joining aws glue gives you the opportunity to work on a disruptive product that’s still in its early stagessolve challenging problems that will revolutionize big data computing in the cloudbuild a product that will leverage the scale of resources available in the cloudwork for a company that’s a recognized leader in the cloud computing spacebe involved in the fast growing  big data spacethe role lead and grow a software development team responsible for rethinking traditional serverless data-processing  data-analytics  and datalake architecturesmanage the design  implementation  test  and deploymentconceive innovative new solutions for our customers  at the intersection of multiple fields  big data  datalakes  serverless infrastructure  data analytics  and machine learning mentor senior engineers and managers  provide leadership on complex technical issues  design trade-offs  and feature and schedule prioritizationwork with senior executives to develop business targets and resource requirements  and influence our technical and business strategyhelp hire talented engineers and managersthis position within the big data team represents a unusual opportunity to shape the technology and future of a rapidly evolving industry and business  as with all amazon positions  you will also be deeply customer-centric masters or phd in computer science or engineering with a minimum of 9 years of relevant software development and 5 years of engineering management experiencea leadership position in a team delivering big data technologies  serverless infrastructure  databases  storage  or distributed systemswork experience delivering one or more version one productsstrong verbal and written communication skillssuperior analytical and problem solving skills** for more information on amazon web services  please visit http   www amazon jobs amazon is an equal opportunity-affirmative action employer – minority   female   disability   veteran   gender identity   sexual orientation ,"'AWS', 'C', 'R'","['Agile Software Development', 'Amazon Web Service (AWS)', 'Analytical', 'Big Data', 'Business Strategy', 'Cloud Computing', 'Cloud Service', 'Computer Science', 'Data Analytics', 'Database', 'Design', 'Distributed System', 'Engineering', 'Fraction', 'Innovation', 'Leadership', 'Lean Software Development', 'Machine Learning', 'Management', 'Market', 'Operational Databases', 'Platform', 'Problem Solving', 'Processing', 'Trade', 'Writing', 'Written Communication']"
Product Manager,Intapp,USA,2020-05-16,product manageroneplace for marketinglocation  the right candidate could work at an intapp office in charlotte  nc  jersey city  nj  or palo alto  ca  or remotely from anywhere in the u s intapp is a leading supplier of enterprise software to the professional services sector  our unique platform solution  designed specifically for the sector is used by over 700 leading law firms  all four of the world s largest accounting consultancies as well as over 600 large investment banks and capital market companies  based in palo alto  we have offices across the usa  europe and australia  we have over 700 staff and the culture is friendly and collaborative  now is a great time to join intapp’s oneplace for marketing  opm  solution is the leading end-to-end marketing and business development offering for the world’s leading professional services firms  comprised of crm  emarketing  relationship intelligence  experience management  and proposal automation capabilities  opm experience is revolutionizing the way firms discover and grow their client relationships  in this position  you will drive functional solution definition  prioritization  work closely with the engineering team to execute and deliver the entire product development lifecycle  and ultimately be responsible for ensuring the success of the solution in the market  you will coordinate with product managers across all of intapp’s product portfolio and act as an internal and external product and market expert and evangelist in this role  you will have significant engagement and interaction with customers and intapp front line teams  sales  customer success  professional services  support  and will work closely with senior-level executives key responsibilitiescollaborate with key internal and external stakeholder groups to develop a prioritized and aligned product roadmap that balances near-term needs of the customer base with long term strategic development initiativespartner with sales  customer success  support  and product marketing teams to define business requirements  product design  deployment and adoption planswork with engineering leads to manage the product development lifecycle with our engineering teamidentify requirements  design features and groom user stories for intapp’s opm solutionwork directly with an agile engineering team to manage sprints  lead storytime  develop features and produce releasesact as subject matter expert and advise various internal  partner  and customer teams on the needs and requirements of the target marketswork with intapp’s ai and machine learning engineers to advance the use of ai ml in the opm solutionlead requirement discovery sessions with clients and prospectsprioritize use cases  product messaging and themes for developmentwork with product marketing to articulate value proposition of intapp’s opm offering  and to develop and implement a company-wide go-to-market plan  coordinating across all departmentscollaborate with the sales and go-to-market teams to drive the field and customer engagement plans  including early adopter programscommunicate  influence and work with executives  both inside and outside of intapp  to explain the strategy and make sure that the intapp solutions meet their needsprovide product expertise in competitive sales cycles  marketing events  social media  thought leadership and other outbound activities as requiredestablish strong relationships with engineering  services  sales  marketing  client success  customer support  finance and other partner teamshelp set strategy for technology and implementation partnershipsrequired skills experiencebachelor’s degreeminimum of 2 years of product management experience  and 5 years in enterprise software rolebalance of business and technical understanding of software  systems and cloud productsdemonstrated ability to collect and analyze input from multiple sources  customers  sales  engineering  competitors  marketing and management superior written and verbal communications skills  including the ability to listen carefully and to communicate effectively within a diverse environmentresourceful  results-oriented in an ambiguous and fast-paced environmentself-starter and proven team playerdemonstrated ability to lead cross-functionallycomfortable with 15% traveldesired skills experiencemaster’s degreeexperience working with law firms and legal technologyexperience with cloud-based software as a service  saas ,"'C', 'Machine Learning', 'R'","['Accounting', 'Agile', 'Artificial Intelligence (AI)', 'Automation', 'Brand Management', 'Business Development', 'Client Relations', 'Design', 'Engineering', 'Enterprise Software', 'Finance', 'Golang', 'Investment', 'Law', 'Leadership', 'Machine Learning', 'Market', 'Nonverbal Communication', 'Platform', 'Product Development', 'Product Management', 'Product Marketing', 'Product Roadmap', 'Sales', 'Social Media', 'Software System', 'Software Tool', 'Software as a Service (SaaS)', 'Subject Matter Expert (SME)']"
Technical Project Manager,Reonomy,USA,2020-05-16,reonomy leverages big data  partnerships and machine learning to connect the fragmented  disparate world of commercial real estate  by providing unparalleled access to property intelligence  reonomy products empower individuals  teams  and companies to unlock insights and discover new opportunities headquartered in new york  reonomy has raised  128 million from top investors  including sapphire ventures  bain capital  softbank  primary ventures  georgian partners  wells fargo strategic capital  citi ventures  and untitled investments  our clients represent the biggest names in cre  including newmark knight frank  cushman   wakefield  tishman speyer and wework if you re excited by growth  innovation and the ability to shape one of the biggest markets  join us as our journey is just beginning about the role as the technical project manager will help manage enterprise client engagements where customer software is being developed in conjunction with implementation of renomy s software  you’ll also function as the interface between product   engineering teams  and our external partner  participating in and facilitating coordination  alignment  roadmapping  integrations  and the overall seamless delivery of our best-in-class solutionsresponsibilities include produce easily digestible reports of status  team progress  dependencies  and roadblocks manage the execution of deliverables  both short and long-term  via clearly defined milestones  and timelinescommunicate with client to create transparency  share roadmaps  and provide regular progress reports facilitate and solidify project processes by creating  managing  and updating documentationwork with client and company  as necessary  to mitigate dependencies and resolve blockers facilitate discussions  decision making  and conflict resolution track team  role  and overall capacity at the sprintly and quarterly level to drive sprint planning needs respectively create processes with engineers to help teams achieve their commitments and schedules about you 3+ year experience in tech industry  2+ years experience in project management capacity related to software implementationexperience with salesforce preferredfamiliar with jira  asana or similar project management systemfamiliar with agile techniques such as cicd  continuous release  automated testing  pairing or kanban  xp  lean  safe  etc familiar with technologies such as python  react  sql and elastic searchcommercial real estate domain knowledge is a significant plusbenefits competitive salarycompany stock options100% coverage on medical  vision and dental healthcare plansunlimited vacation401k plan and commuter benefitsoffice perks  catered lunches 3x week  catered breakfast 2x week  unlimited snacks  free classpass membership  free headspace premium membership  free citi bike membership    team happy hours we do not accept unsolicited resumes from outside recruiters placement agencies  reonomy will not pay fees associated with resumes presented through unsolicited means ,"'C', 'R', 'SQL'","['Agile', 'Asana', 'Big Data', 'Decision Making', 'Engineering', 'Healthcare', 'Innovation', 'Investment', 'Jelastic', 'Jira', 'Kanban', 'Machine Learning', 'Market', 'Microsoft Access', 'Project Management', 'Property', 'Python', 'React', 'Real Estate', 'Salesforce', 'Structured Query Language (SQL)', 'TestNG', 'Testing']"
Product Manager,Intapp,USA,2020-05-16,product manageroneplace for marketinglocation  the right candidate could work at an intapp office in charlotte  nc  jersey city  nj  or palo alto  ca  or remotely from anywhere in the u s intapp is a leading supplier of enterprise software to the professional services sector  our unique platform solution  designed specifically for the sector is used by over 700 leading law firms  all four of the world s largest accounting consultancies as well as over 600 large investment banks and capital market companies  based in palo alto  we have offices across the usa  europe and australia  we have over 700 staff and the culture is friendly and collaborative  now is a great time to join intapp’s oneplace for marketing  opm  solution is the leading end-to-end marketing and business development offering for the world’s leading professional services firms  comprised of crm  emarketing  relationship intelligence  experience management  and proposal automation capabilities  opm experience is revolutionizing the way firms discover and grow their client relationships  in this position  you will drive functional solution definition  prioritization  work closely with the engineering team to execute and deliver the entire product development lifecycle  and ultimately be responsible for ensuring the success of the solution in the market  you will coordinate with product managers across all of intapp’s product portfolio and act as an internal and external product and market expert and evangelist in this role  you will have significant engagement and interaction with customers and intapp front line teams  sales  customer success  professional services  support  and will work closely with senior-level executives key responsibilitiescollaborate with key internal and external stakeholder groups to develop a prioritized and aligned product roadmap that balances near-term needs of the customer base with long term strategic development initiativespartner with sales  customer success  support  and product marketing teams to define business requirements  product design  deployment and adoption planswork with engineering leads to manage the product development lifecycle with our engineering teamidentify requirements  design features and groom user stories for intapp’s opm solutionwork directly with an agile engineering team to manage sprints  lead storytime  develop features and produce releasesact as subject matter expert and advise various internal  partner  and customer teams on the needs and requirements of the target marketswork with intapp’s ai and machine learning engineers to advance the use of ai ml in the opm solutionlead requirement discovery sessions with clients and prospectsprioritize use cases  product messaging and themes for developmentwork with product marketing to articulate value proposition of intapp’s opm offering  and to develop and implement a company-wide go-to-market plan  coordinating across all departmentscollaborate with the sales and go-to-market teams to drive the field and customer engagement plans  including early adopter programscommunicate  influence and work with executives  both inside and outside of intapp  to explain the strategy and make sure that the intapp solutions meet their needsprovide product expertise in competitive sales cycles  marketing events  social media  thought leadership and other outbound activities as requiredestablish strong relationships with engineering  services  sales  marketing  client success  customer support  finance and other partner teamshelp set strategy for technology and implementation partnershipsrequired skills experiencebachelor’s degreeminimum of 2 years of product management experience  and 5 years in enterprise software rolebalance of business and technical understanding of software  systems and cloud productsdemonstrated ability to collect and analyze input from multiple sources  customers  sales  engineering  competitors  marketing and management superior written and verbal communications skills  including the ability to listen carefully and to communicate effectively within a diverse environmentresourceful  results-oriented in an ambiguous and fast-paced environmentself-starter and proven team playerdemonstrated ability to lead cross-functionallycomfortable with 15% traveldesired skills experiencemaster’s degreeexperience working with law firms and legal technologyexperience with cloud-based software as a service  saas ,"'C', 'Machine Learning', 'R'","['Accounting', 'Agile', 'Artificial Intelligence (AI)', 'Automation', 'Brand Management', 'Business Development', 'Client Relations', 'Design', 'Engineering', 'Enterprise Software', 'Finance', 'Golang', 'Investment', 'Law', 'Leadership', 'Machine Learning', 'Market', 'Nonverbal Communication', 'Platform', 'Product Development', 'Product Management', 'Product Marketing', 'Product Roadmap', 'Sales', 'Social Media', 'Software System', 'Software Tool', 'Software as a Service (SaaS)', 'Subject Matter Expert (SME)']"
Product Manager,Intapp,USA,2020-05-16,product manageroneplace for marketinglocation  the right candidate could work at an intapp office in charlotte  nc  jersey city  nj  or palo alto  ca  or remotely from anywhere in the u s intapp is a leading supplier of enterprise software to the professional services sector  our unique platform solution  designed specifically for the sector is used by over 700 leading law firms  all four of the world s largest accounting consultancies as well as over 600 large investment banks and capital market companies  based in palo alto  we have offices across the usa  europe and australia  we have over 700 staff and the culture is friendly and collaborative  now is a great time to join intapp’s oneplace for marketing  opm  solution is the leading end-to-end marketing and business development offering for the world’s leading professional services firms  comprised of crm  emarketing  relationship intelligence  experience management  and proposal automation capabilities  opm experience is revolutionizing the way firms discover and grow their client relationships  in this position  you will drive functional solution definition  prioritization  work closely with the engineering team to execute and deliver the entire product development lifecycle  and ultimately be responsible for ensuring the success of the solution in the market  you will coordinate with product managers across all of intapp’s product portfolio and act as an internal and external product and market expert and evangelist in this role  you will have significant engagement and interaction with customers and intapp front line teams  sales  customer success  professional services  support  and will work closely with senior-level executives key responsibilitiescollaborate with key internal and external stakeholder groups to develop a prioritized and aligned product roadmap that balances near-term needs of the customer base with long term strategic development initiativespartner with sales  customer success  support  and product marketing teams to define business requirements  product design  deployment and adoption planswork with engineering leads to manage the product development lifecycle with our engineering teamidentify requirements  design features and groom user stories for intapp’s opm solutionwork directly with an agile engineering team to manage sprints  lead storytime  develop features and produce releasesact as subject matter expert and advise various internal  partner  and customer teams on the needs and requirements of the target marketswork with intapp’s ai and machine learning engineers to advance the use of ai ml in the opm solutionlead requirement discovery sessions with clients and prospectsprioritize use cases  product messaging and themes for developmentwork with product marketing to articulate value proposition of intapp’s opm offering  and to develop and implement a company-wide go-to-market plan  coordinating across all departmentscollaborate with the sales and go-to-market teams to drive the field and customer engagement plans  including early adopter programscommunicate  influence and work with executives  both inside and outside of intapp  to explain the strategy and make sure that the intapp solutions meet their needsprovide product expertise in competitive sales cycles  marketing events  social media  thought leadership and other outbound activities as requiredestablish strong relationships with engineering  services  sales  marketing  client success  customer support  finance and other partner teamshelp set strategy for technology and implementation partnershipsrequired skills experiencebachelor’s degreeminimum of 2 years of product management experience  and 5 years in enterprise software rolebalance of business and technical understanding of software  systems and cloud productsdemonstrated ability to collect and analyze input from multiple sources  customers  sales  engineering  competitors  marketing and management superior written and verbal communications skills  including the ability to listen carefully and to communicate effectively within a diverse environmentresourceful  results-oriented in an ambiguous and fast-paced environmentself-starter and proven team playerdemonstrated ability to lead cross-functionallycomfortable with 15% traveldesired skills experiencemaster’s degreeexperience working with law firms and legal technologyexperience with cloud-based software as a service  saas ,"'C', 'Machine Learning', 'R'","['Accounting', 'Agile', 'Artificial Intelligence (AI)', 'Automation', 'Brand Management', 'Business Development', 'Client Relations', 'Design', 'Engineering', 'Enterprise Software', 'Finance', 'Golang', 'Investment', 'Law', 'Leadership', 'Machine Learning', 'Market', 'Nonverbal Communication', 'Platform', 'Product Development', 'Product Management', 'Product Marketing', 'Product Roadmap', 'Sales', 'Social Media', 'Software System', 'Software Tool', 'Software as a Service (SaaS)', 'Subject Matter Expert (SME)']"
"Senior Product Manager, Trust & Safety",Instacart,USA,2020-05-15,overviewevery year  people across the world spend nearly one trillion dollars on groceries  groceries are a vital part of our lives  but shopping for them hasn t fundamentally changed since the first supermarket opened 100 years ago food is sustenance  but it s also much more than that  food can be a part of a daily ritual or a special moment that resonates with people on a meaningful and emotional level  it can be a much-needed break in a long day  a taste that brings back memories  a creative experiment  a shared meal with loved ones  or even comfort during a hard time  whether it s a special occasion or an everyday occurrence  it should always be easy for people to get the ingredients they need the instacart product team is dedicated to making grocery shopping effortless for everyone  by helping take care of the shopping  we help people get great food and give them back time so they can do what matters most to them  we re finding solutions to large-scale challenges that will forever change the way people feed themselves and their loved ones we re building a team of incredibly talented product leaders to define and execute on our vision of being the world leader in online grocery  you ll work among star engineers  designers  data scientists  and operators in a fast-growing environment  the role demands a mix of principled thinking  well-honed product sense  and technical depth about the trust   safety teamwe re looking for a product manager to join our trust   safety product team  whose mission is to maintain the integrity of the instacart platform for shoppers  customers and retailers  the trust and safety pm will focus on 2 primary areas identity verificationbackend classificationyou will be responsible for building a cohesive vision and product strategy for verifying the identity of instacart s community of shoppers  you will lead efforts to build confidence in our shopper base and have a better understanding of our relationship with them additionally you will build out instacart s growing efforts in machine learning detection to more proactively detect and prevent negative behavior on the instacart platform  you will partner with instacart s trust   safety operations team to identify the biggest opportunities to make instacart safe and secure  you will develop and deploy new ml models targeting abuse as well as build front-end product solutions for anyone suspected of abusive behavior about the joblead a cross-functional team of engineering  design  research  data science  operations  marketing  local markets  and more you ll drive product definition  strategy  and long term vision for initiatives across audiences of our 4-sided marketplace  connecting customers  shoppers  retailers  and advertiserswork closely with teams spread across instacart s different locations  san francisco  toronto  atlanta  with a willingness to travel to those locations as neededidentify the biggest problems to solve  drive new feature development from start to finishrun user research  usability studies  data-driven experiments to inform product directionbuild  measure  and iterate rapidlyconsistently integrate behavior data and customer feedback into key product decisionscommunicate product plans  benefits and results to all audiences - within teams  company  to users  press etc about youa minimum of 5-6 years in product management at a technology company  with 2-3 years in trust   safety or riskexperience building cross-platform experiences  mobile  desktop  mobile web experience delivering impactful products and features that are heavily informed by data as well as user researchexperience partnering with engineering on developing  evaluating and deploying machine-learning models for detecting suspicious negative activity demonstrated ability to solve complex problems by creating customer-first solutions and thinking from first principlespassion for building products that unlock value for people who are not power usersexperience influencing the executive team members on key strategy and cross-functional initiatives,"'C', 'Machine Learning', 'R'","['Classification', 'Data Science', 'Design', 'Engineering', 'Front End', 'Machine Learning', 'Market', 'Marketing', 'Platform', 'Product Management', 'Research']"
"Global People Development Program Manager Austin, TX",VMware,USA,2020-05-14,business summaryat vmware  we hire the best of the best  our global people development  gpd  team is committed to improving the impact of our talented  global employee population  we aim to get our talent productive quickly  help the business drive performance and results  and make vmware an extraordinary place to work job role and responsibilitythis is a highly visible role that will be pivotal in supporting a variety of strategic initiatives across all gpd programs  you will work hand-in-hand with various members of our global gpd team to drive best-in-class learning solutions for our employees  managers and leaders  you are experienced in taking new ideas and driving them to execution  you are pro-active and take initiative to complete tasks and projects quickly and autonomously  and thrive in a dynamic  fast-paced environment  to excel in this role  you will need to be a creative problem solver  comfortable with ambiguity  a highly-effective communicator  and collaborative thought partner  this role requires a global and inclusive mindset center of excellencepartner with colleagues in the gpd team to build out creative  progressive learning and development offerings that cater to our diverse employee and manager needs  e g  leadership development programs  talent initiatives and new employee experience  work closely with other coes to deliver seamless hr initiativesdraw from industry experts  innovators  and educators to build the collective expertise of the teammanager and leadership developmentprovide thought leadership and subject-matter expertise on the development and execution of innovative  effective and highly scalable e-learning and instructor-led development solutions using leading-edge methods and technologiesdesign and deliver key strategic manager and leadership programs  managers of managers implement creative ways to build awareness of program offeringswork collaboratively and manage relationships with learning platform vendorstrack and report key development  participation  data  metrics  for effectiveness  and dashboard to relevant stakeholderslearning architect and facilitationdesign and manage a global approach to supporting team developmentpassion for applying social science research to solve real-world organizational challengesdemonstrate excellent facilitation skillsrecommend and interpret metrics that provide the business with useful insights into the roirequired skillsminimum of 5-7 years progressive roles in training  talent development or hrdemonstrated program management and blended instructional design experience including assessing needs  partnering with subject matter experts  building experiential learning  facilitating live and virtual courses  and measuring outcomesstrong communication skills with a growth and learning mindsetability to translate data into insights for a non-technical audienceworking knowledge of adult learning  neuroscience and applied positive psychology principles and frameworksfamiliar with managing and driving learning engagement on ai-driven e-learning platforms and other machine learning applicationsorganized  and self-driven to execute with minimal direction while also effectively collaborating in a team environmentstrong business acumen  consultation skills and solid understanding of the link between learning solutions and business resultsability to navigate effortlessly in ambiguity and solve problems in a fast-paced environmentdetail-oriented project manager with the ability to align and hold multiple stakeholders accountable to project scope  timelines  and activitiespreferred skillsbachelor degree  advanced degree in i o psychology  hr or similar fieldexperience working within large  global high tech  or related industriescertifications in external management and leadership development programs a plusthis job requisition is not eligible for employment-based immigration sponsorship by vmware category   hrsubcategory  hrexperience  manager and professionalfull time  part time  full timeposted date  2020-05-13vmware company overview  at vmware  we believe that software has the power to unlock new opportunities for people and our planet  we look beyond the barriers of compromise to engineer new ways to make technologies work together seamlessly  our cloud  mobility  and security software form a flexible  consistent digital foundation for securely delivering the apps  services and experiences that are transforming business innovation around the globe  at the core of what we do are our people who deeply value execution  passion  integrity  customers  and community  shape what’s possible today at http   careers vmware com equal employment opportunity statement  vmware is an equal opportunity employer and prohibits discrimination and harassment of any kind  vmware is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment  all employment decisions at vmware are based on business needs  job requirements and individual qualifications  without regard to race  color  religion or belief  national  social or ethnic origin  sex  including pregnancy   age  physical  mental or sensory disability  hiv status  sexual orientation  gender identity and or expression  marital  civil union or domestic partnership status  past or present military service  family medical history or genetic information  family or parental status  or any other status protected by the laws or regulations in the locations where we operate  vmware will not tolerate discrimination or harassment based on any of these characteristics  vmware encourages applicants of all ages  vmware will provide reasonable accommodation to employees who have protected disabilities consistent with local law ,"'C', 'Excel', 'R'","['Artificial Intelligence (AI)', 'Business Acumen', 'Collaboration', 'Dashboard', 'Design', 'Effective Communication', 'History', 'Innovation', 'Interpreter', 'Law', 'Leadership Development', 'Machine Learning', 'Management', 'Microsoft Excel', 'Platform', 'Population', 'Psychology', 'Research', 'Security', 'Social Work', 'Subject Matter Expert (SME)', 'Training', 'Vmware']"
Product Manager,Intapp,USA,2020-05-16,product manageroneplace for marketinglocation  the right candidate could work at an intapp office in charlotte  nc  jersey city  nj  or palo alto  ca  or remotely from anywhere in the u s intapp is a leading supplier of enterprise software to the professional services sector  our unique platform solution  designed specifically for the sector is used by over 700 leading law firms  all four of the world s largest accounting consultancies as well as over 600 large investment banks and capital market companies  based in palo alto  we have offices across the usa  europe and australia  we have over 700 staff and the culture is friendly and collaborative  now is a great time to join intapp’s oneplace for marketing  opm  solution is the leading end-to-end marketing and business development offering for the world’s leading professional services firms  comprised of crm  emarketing  relationship intelligence  experience management  and proposal automation capabilities  opm experience is revolutionizing the way firms discover and grow their client relationships  in this position  you will drive functional solution definition  prioritization  work closely with the engineering team to execute and deliver the entire product development lifecycle  and ultimately be responsible for ensuring the success of the solution in the market  you will coordinate with product managers across all of intapp’s product portfolio and act as an internal and external product and market expert and evangelist in this role  you will have significant engagement and interaction with customers and intapp front line teams  sales  customer success  professional services  support  and will work closely with senior-level executives key responsibilitiescollaborate with key internal and external stakeholder groups to develop a prioritized and aligned product roadmap that balances near-term needs of the customer base with long term strategic development initiativespartner with sales  customer success  support  and product marketing teams to define business requirements  product design  deployment and adoption planswork with engineering leads to manage the product development lifecycle with our engineering teamidentify requirements  design features and groom user stories for intapp’s opm solutionwork directly with an agile engineering team to manage sprints  lead storytime  develop features and produce releasesact as subject matter expert and advise various internal  partner  and customer teams on the needs and requirements of the target marketswork with intapp’s ai and machine learning engineers to advance the use of ai ml in the opm solutionlead requirement discovery sessions with clients and prospectsprioritize use cases  product messaging and themes for developmentwork with product marketing to articulate value proposition of intapp’s opm offering  and to develop and implement a company-wide go-to-market plan  coordinating across all departmentscollaborate with the sales and go-to-market teams to drive the field and customer engagement plans  including early adopter programscommunicate  influence and work with executives  both inside and outside of intapp  to explain the strategy and make sure that the intapp solutions meet their needsprovide product expertise in competitive sales cycles  marketing events  social media  thought leadership and other outbound activities as requiredestablish strong relationships with engineering  services  sales  marketing  client success  customer support  finance and other partner teamshelp set strategy for technology and implementation partnershipsrequired skills experiencebachelor’s degreeminimum of 2 years of product management experience  and 5 years in enterprise software rolebalance of business and technical understanding of software  systems and cloud productsdemonstrated ability to collect and analyze input from multiple sources  customers  sales  engineering  competitors  marketing and management superior written and verbal communications skills  including the ability to listen carefully and to communicate effectively within a diverse environmentresourceful  results-oriented in an ambiguous and fast-paced environmentself-starter and proven team playerdemonstrated ability to lead cross-functionallycomfortable with 15% traveldesired skills experiencemaster’s degreeexperience working with law firms and legal technologyexperience with cloud-based software as a service  saas ,"'C', 'Machine Learning', 'R'","['Accounting', 'Agile', 'Artificial Intelligence (AI)', 'Automation', 'Brand Management', 'Business Development', 'Client Relations', 'Design', 'Engineering', 'Enterprise Software', 'Finance', 'Golang', 'Investment', 'Law', 'Leadership', 'Machine Learning', 'Market', 'Nonverbal Communication', 'Platform', 'Product Development', 'Product Management', 'Product Marketing', 'Product Roadmap', 'Sales', 'Social Media', 'Software System', 'Software Tool', 'Software as a Service (SaaS)', 'Subject Matter Expert (SME)']"
Engineering Manager (Machine Learning),Twitter,USA,2020-05-14,by applying for this role  you could choose to work in the following locations us - remote usseattlewho we are twitter is looking for an engineering leader to oversee quality for the home timeline  the team’s mission is to show users the content they care about  we build relevance and machine learning models and systems to power the core of the twitter product  every time users see new tweets we evaluate candidates from the nearly half a billion daily tweets to select  organize and deliver the best timeline  the recent products and technologies built by our team have shown consistent results in driving retention and are some of largest contributors of engagements on the platform what you’ll do  you will join the timelines quality team and lead a world-class team of machine learning and backend engineers  we’re looking for a hands-on  technical manager with a real passion for working on user-facing products  the ideal candidate would be equally comfortable guiding the development of models to rank tweets and predict engagement  whiteboarding new product ideas with designers and product managers  or brainstorming ways to efficiently index and serve tweets with systems engineers who you are you have a background in machine learning  ideally prediction binary classification  logistic regression  decision trees  deep learning techniquesyou have familiarity with a b experiments and metricsyou have enthusiasm for experiment and metrics-driven iterative product developmentyou can hold your own technically with engineers on the team and give constructive feedback on projects and ideasyou have a sense of urgency  move quickly and ship thingsyou can partner with other leads from engineering  product and design to craft a roadmap and measures of successyou can be a bold source of engineering talent and will be comfortable closing candidatesrequirements ba bs or higher in computer science  or equivalent work experience previously tech-led or managed a team of 5 or more engineers building ml models and systems in a production settingat twitter  we have a bold aspiration to reach every person on the planet  we believe that goal is more attainable with a team that understands and represents different cultures and backgrounds  twitter is committed to providing equal employment and advancement opportunities to everyone  regardless of their race  color  ancestry  gender  religion  national origin  sexual orientation  age  citizenship  marital status  disability  veteran or any other legally protected status san francisco applicants  pursuant to the san francisco fair chance ordinance  we will consider for employment qualified applicants with arrest and conviction records ,"'C', 'Machine Learning', 'R'","['Ad Design', 'Brainstorming', 'Classification', 'Closing', 'Computer Science', 'Decision Tree', 'Deep Learning', 'Logistic Regression', 'Logistics', 'Machine Learning', 'Platform', 'Product Development', 'Production Set', 'Regression', 'Twitter', 'Urban Engineering']"
