title,company,country,date_posted,description,indeed_skills,skills
Process Development Manager,Micron Semiconductor Asia Operations Pte. Ltd,Malaysia,2020-11-14,"Micronâ€™s vision is to transform how the world uses information to enrich life for all.â€‹Join an inclusive team focused on one thing: using our expertise in the relentless pursuit of innovation for customers and partners. The solutions we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Req. ID: 242142Our vision is to transform how the world uses information to enrich life. Join an inclusive team focused on one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solution we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Do you strive in a dynamic work environment? We are looking for highly motivated and dedicated individuals to join us as in our Package Development Engineering Team!Job description:As a PDE CEM Manager, you will be responsible for building and leading a team of engineers to developadvanced packaging process solution and ensure NPI success for NAND, managed NAND and DRAM product at Micron MemoryMalaysia.Tolead new product introduction process readinessand improving the yield, quality and reliability with process characterization and optimization and new materials, machines& technologies introduction. You will need to have a deep understanding of packaging requirements, chip/package interaction, equipment capability and process technology thoroughout the industry and the ability to enable best technology for New Product Introduction assembly packaging requiremetns. You will also be required to lead the team to identify, diagnose and resolve assembly process related problems by applying problem solving skills.Job Responsibilities:Manage People and Develop Careers of the Section Team MembersManage a team of engineers, ensure execute things rightFoster a vibrant, energetic work environment, with a sense of urgencyProvide training and career development for engineersBuild up a creative team, demonstrate technical leadership (Patents, technical paper, global project leaders)Ensure smooth transition from new process development, 1st qualification success, small volume production launch to high volume manufacturingLead a team of Engineers in the development and Qualification of new packaging process, material, equipment and technology solutions to meet NPI requirements and schedulePerform process TRA, risk mitigation execution and process recipe readiness prior Silicon arrives and ensure 1st pass rate.Closely teamwork with cross function team/site, to ensure successful transfer of NPI to pilot production and High-Volume Manufacturing.Qualify new process/technology, establish for product NPI and implementation for HVM.Implement Quality Control Plan, provide proper Documentation for product transfer NPI to manufacturingUnderstand the capabilities of the internal sites and work with the Global team on packaging solutions that will be transferable while leveraging advancesTechnical LeadershipLead the team for best in classyield, sustain and improve yield through continues yield improvement activities and projects.Provide guidance to team for defect elimination and continuous improvement.Lead the team for best in classcost, to identify cost reduction opportunity projects, value engineering for low cost process/material, improve cost of scrap through yield improvement.Technical leadership and lead the team understand the future trend, technology and capabilities required for future packaging solutions, work with Internal teams to put in place new capabilities to enhance process performance.Provide packaging solutions on time to meet company and customer needsDefine, develop and establish process capabilities, strategy and roadmapDevelop a strategy to develop new capabilities or to overcome the identified process constraints, ahead product requirements.Work with Internal teams to put in place new capabilities to meet timelinesWork with suppliers on new packaging technology / material / capability / equipment requirementWork with Equipment/Material counterparts on new equipment/material benchmarkingJob Requirements:PhD/Masters/Bachelorâ€™s Degree in Mechanical, Electrical & Electronic or Material Engineering or Equivalent Work Experience Required5+ yearsâ€™ leadership experience in semiconductor industry, on process/package development.Experience in backend engineering process, assembly package technology developmentand technical knowledge with die and wafer level process technologyAn understanding of Micronâ€™s silicon and how it interacts at a package level through CPI is a plusStrong leadership and managements skill in motivating teams and fostering teamwork through clear and open communicationStrong project management skills to ensure execution to timelinesUnderstanding of business needs and customersâ€™ requirementAbility to cooperate with people of different levels inside/ outside the companySelf-motivated, self-directed and high passion.About Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands â€“ MicronÂ® and CrucialÂ® â€“ our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPointâ„¢ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visitAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Micron prohibits the use of child labor and complies with all applicable laws, rules, regulations and other international and industry labor standards.Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micronâ€™s Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing ourKeywords: Penang || Pulau Pinang (MY-07) || Malaysia (MY) || Backend Manufacturing || Experienced || Regular || Engineering || #LI-MP3 ||Tier 4||","'C', 'R'","['Apache Spark', 'Artificial Intelligence (AI)', 'Assembly', 'Automotive', 'Autonomous Vehicle', 'Biomaterials Engineering', 'Brand Management', 'Documentation', 'Electronics', 'Human Resource (HR)', 'Innovation', 'Leadership', 'Machine Learning', 'Manufacturing', 'Market', 'Materials Engineering', 'Networking', 'Neural Network', 'Problem Solving', 'Project Management', 'Quality Control', 'Semiconductors', 'Sustainability', 'Teamwork', 'Trade', 'Training', 'Transformer', 'Virtual Reality (VR)']"
Senior Associate Engineer Integration & Yield Engineering,GLOBALFOUNDRIES SINGAPORE PTE. LTD.,Singapore,2020-11-13,Work with YDD engineers and operation to understand process flow and defect image recognizationWork with YDD engineers to prepare and review Defect image for different process/ technology and process loopWork with YDD engineers to built up Machine Learning model of SEM defect imageData analysis Machine Learning model performance and result validationMonitor Machine Learning model status and get feedback from YDD engineers and operationDiploma in engineering course or computer courseFresh graduates are welcome to applyFluency in English Language - written & verbal,'Machine Learning',"['Data Analysis', 'Engineering', 'English', 'Image', 'Machine Learning', 'Search Engine Marketing (SEM)']"
Associate Engineer Integration & Yield Engineering,GLOBALFOUNDRIES SINGAPORE PTE. LTD.,Singapore,2020-11-13,Work with YDD engineers and operation to understand process flow and defect image recognizationWork with YDD engineers to prepare and review Defect image for different process/ technology and process loopWork with YDD engineers to built up Machine Learning model of SEM defect imageData analysis Machine Learning model performance and result validationMonitor Machine Learning model status and get feedback from YDD engineers and operationDiploma in engineering course or computer courseFresh graduates are welcome to applyFluency in English Language - written & verbal,'Machine Learning',"['Data Analysis', 'Engineering', 'English', 'Image', 'Machine Learning', 'Search Engine Marketing (SEM)']"
"Research Scientist (Air Quality topics for building and automotive domains, 1-year Contract)",Bosch Group,Singapore,2020-11-15,"Company DescriptionRobert Bosch (South East Asia) Pte Ltd is a regional subsidiary of the Bosch Group, representing the Group's interests in Southeast Asia where it is present in all ASEAN member countries. Business operations in these countries report to Robert Bosch (South East Asia) Pte Ltd, located in Singapore. Bosch has been present in Southeast Asia since 1919, with diversified businesses in the company's four business sectors - Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology. Bosch's strategic objective is to improve quality of life with products and services that are innovative and spark enthusiasm. In short, Bosch creates technology that is “Invented for life.”Job DescriptionDevelopment, analysis, modelling and simulation of air quality systems for related technological enhancements and innovation.Understanding public, business and consumer needs to do technical opportunity assessment.Generating innovation ideas on IAQ for building and automotive domains.Participating in advanced research projects as expert engineer on IAQ.Building cooperation with IAQ related academic and government departments for opportunity assessment and ideation.QualificationsPhD or Master degree on related engineering departments on air quality systems, chemical processing, filtering and air quality relevant sensors development.Experienced on filtration systems analysis, evaluation, relevant standards and testing methods.Capable on applied data analytics, IoT systems and machine learning methods.Aware of air quality problems, filtration techniques, capable of evaluating and developing filtration solutions.Experienced on innovation process and project management.Highly open to develop self-technical capabilities on IAQ and HVAC related new technologies and trends.Additional Informationnull","'Golang', 'C', 'R'","['Apache Spark', 'Automotive', 'Business Operations', 'Chemical Processing', 'Data Analytics', 'Engineering', 'Innovation', 'Internet of Things (IoT)', 'Machine Learning', 'Modelling', 'Objective-C', 'Project Management', 'Research', 'System Analysis', 'TestNG', 'Testing']"
"Research Scientist (Air Quality topics for building and automotive domains, 1-year Contract)",ROBERT BOSCH (SOUTH EAST ASIA) PTE. LTD.,Singapore,2020-11-13,"Robert Bosch (South East Asia) Pte Ltd is a regional subsidiary of the Bosch Group, representing the Group's interests in Southeast Asia where it is present in all ASEAN member countries. Business operations in these countries report to Robert Bosch (South East Asia) Pte Ltd, located in Singapore. Bosch has been present in Southeast Asia since 1919, with diversified businesses in the company's four business sectors - Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology. Bosch's strategic objective is to improve quality of life with products and services that are innovative and spark enthusiasm. In short, Bosch creates technology that is “Invented for life.”Job DescriptionDevelopment, analysis, modelling and simulation of air quality systems for related technological enhancements and innovation.Understanding public, business and consumer needs to do technical opportunity assessment.Generating innovation ideas on IAQ for building and automotive domains.Participating in advanced research projects as expert engineer on IAQ.Building cooperation with IAQ related academic and government departments for opportunity assessment and ideation.QualificationsPhD or Master degree on related engineering departments on air quality systems, chemical processing, filtering and air quality relevant sensors development.Experienced on filtration systems analysis, evaluation, relevant standards and testing methods.Capable on applied data analytics, IoT systems and machine learning methods.Aware of air quality problems, filtration techniques, capable of evaluating and developing filtration solutions.Experienced on innovation process and project management.Highly open to develop self-technical capabilities on IAQ and HVAC related new technologies and trends.","'Golang', 'C', 'R'","['Apache Spark', 'Automotive', 'Business Operations', 'Chemical Processing', 'Data Analytics', 'Engineering', 'Innovation', 'Internet of Things (IoT)', 'Machine Learning', 'Modelling', 'Objective-C', 'Project Management', 'Research', 'System Analysis', 'TestNG', 'Testing']"
QE Engineer,Kah Hong Precision Tooling Sdn. Bhd.,Malaysia,2020-11-20,"Responsibilities:Responsible to attend the Customer Complain and feedback the quality issue to internal related department and follow up the subsequence activities included, internal meeting, briefing, on time reply 8D and verify the effectiveness of countermeasure.Responsible to coordinate the team to find out the root cause through analysis & troubleshooting in term of 4M (Man, Machine, Method and Material). And to prevent re-occurrence and defect outflow to customer and next process.Responsible to coordinate the improvement activity for the internal process in order to reduce wastage, defect rejection, other improvement area and outflow cause by 4MResponsible to support and strategies a solution with QA Manager and provide countermeasure for part salvation activity, defect analysis, reduce risk assessment for each customer complaint in 8D report, and to re-gain customer satisfaction.Responsible to make communication flow to inter-department for the reject part disposition and get approval from management.Responsible to provide training to supervisor, leader, inspector and operator for improve their product/part defect knowledge and product judgment skill, and annual training is conducted.Responsible to monitor and coordinate the action plan for internals’ quality and supplier’s quality issue, set up the supplier development programme and monitoring system, and implement the method of corrective & preventive action through the history of mistake learning and rating system.Monitor supplier’s trend of problem rising which related to safety and quality issue, immediate take action or to conduct site audit when is needed.Responsible to monitor the department KPI and update on time.To conduct internal product & process audit at least once annually and for the all the customer parts and follow up the corrective action and effectiveness.Support for new customer or existing customer for APQP project management in MSA, SPC and FMEA and PPAP.Responsible to setup and review the Quality Control Plan for all parts. To provide and ensure subordinates and workers being well trained and understand the requirements.Support for make sample submission, review new part specification and formulates the inspection standard.To ensure all measuring equipment and devices are calibrated and maintained according to standard procedure and schedule.To lead team in order to meet the company’s business plan targets and must provide an environment where their team will be encouraged to become involved, accept responsibility and perform to the required standards.Requirements:Prefer proven work experience in automotive industry.Knowledge with ISO 9001:2015 & IATF 16949:2016 Quality Management System.Knowledge in 5 core tools requirement.Knowledge in quality auditing process.Knowledge in problem troubleshooting.Knowledge in 7QC tool, 5 why analysis and 8D reporting.Knowledge in Process flow chart and Control plan.Interested candidates please submit your application through Jobstore.com","'C', 'QA', 'R'","['Analysis', 'Audit', 'Automotive', 'Business Plan', 'Chart', 'Communication', 'History', 'ISO 9001', 'Project Management', 'Quality Assurance (QA)', 'Quality Control', 'Quality Management', 'Reporting', 'Training']"
Principal Supplier Process Engineer,Dell Technologies,Vietnam,2020-11-20,"Principal Supplier Process EngineerWhen you're creating technology that drives human progress, everything needs to be spot on. Our Supplier Process Engineering team works with our suppliers to enable them to produce materials and components of the highest quality. Working closely with our product developers, we select and monitor vendors and suppliers who can meet our high engineering and quality standards. In addition, we perform regular auditing and undertake design and development engineering assignments to develop new products or update existing products. We’re also experts in establishing systems and procedures to enhance overall quality.Join us to do the best work of your career and make a profound social impact as a Principal Supplier Process Engineer on our Supplier Process Engineer team in Hanoi.What you’ll achieveAs a Principal Supplier Process Engineer, you will be responsible for works closely with suppliers, sustaining groups and extended core team to ensure product producibility at the supplier. Assists to assure capacity and continuity of supply for specific components. Assists in excursion management through root cause analysis. Drives implementation and validation of improvement/corrective actions.You will:Provides recommendations and risk assessments on new suppliers and new process technology.Responsible for sustaining activities and process activities.Responsible for driving the continuous improvement plan.Works with the supplier to develop and implement the quality management plan using industry tools and standards to drive quality improvements and initiativesTake the first step towards your dream careerEvery Dell Technologies team member brings something unique to the table. Here’s what we are looking for with this role:Essential RequirementsWith no considerable direction, identifies and validates the mitigation plan of potential quality risks to supply chains in order to ensure continuity of supply while evaluating performance and providing feedback.Interacts with management and senior customer personnel often in a project leadership role on matters requiring coordination across organizational lines. Assists in the development and administration of improvement programs for supplier/vendor whileeducating them on the execution of quality tools, methodologies and requirements.Drives the supplier/vendor for continuous quality improvement processes ensuring quality goals and expectations are met.Provides guidance and assists in the development and implementation of effective structure and programs at supplier/vendor manufacturing facilities to support organizational expectations.Provides guidance and works with functional teams in resolving quality metrics.Desirable RequirementsSome detailed understanding of global computer products and the peripherals industryVarious engineering discipline and manufacturing process knowledge and advanced quality system and process auditor experienceHere’s our story; now tell us yoursDell Technologies helps organizations and individuals build a brighter digital tomorrow. Our company is made up of more than 150,000 people, located in over 180 locations around the world. We’re proud to be a diverse and inclusive team and have an endless passion for our mission to drive human progress.What’s most important to us is that you are respected, feel like you can be yourself and have the opportunity to do the best work of your life - while still having a life. We offer excellent benefits, bonus programs, flexible work arrangements, a variety of career development opportunities, employee resource groups, and much more.We started with computers, but we didn’t stop there. We are helping customers move into the future with multi-cloud, AI and machine learning through the most innovative technology and services portfolio for the data era. Join us and become a part of what’s next in technology, starting today.You can also learn more about us by reading our latest Diversity and Inclusion Report and our plan to make the world a better place by 2030 here.Application closing date: 31 Dec 2020Dell is committed to the principle of equal employment opportunity for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Dell are based on business needs, job requirements and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Dell will not tolerate discrimination or harassment based on any of these characteristics. Dell encourages applicants of all ages. Read the full Equal Employment Opportunity Policy here.Job ID: R076967","'R', 'Artificial Intelligence'","['Administration', 'Artificial Intelligence (AI)', 'Audit', 'Closing', 'Cloud API', 'Design', 'History', 'Leadership', 'Machine Learning', 'Manufacturing', 'Peripheral', 'Process Engineering', 'Quality Management', 'Recommendations AI', 'Root Cause Analysis', 'Social Work', 'Table']"
Manufacturing Digitalization Engineer,WS Audiology APAC,Singapore,2020-11-22,"Formed in 2019, through the merger of Sivantos and Widex, WS Audiology combines over 140 years’ experience in pioneering the use of technology to help people with hearing loss hear the sounds that make life wonderful. We are active in over 125 markets and employ 11,000 people worldwide. Our broad portfolio of hearing related products and services generates annual revenues of around EUR 1.7 billion.We are hiring a Manufacturing Technology Development Engineer to work with multi-disciplinary teams to deliver Capital Intensive Automation and Equipment projects. The successful candidate will be responsible for the following:Manufacturing automation and digitalization concepts, specification & delivery:Capture and apply the current shop floor knowledge to design a better equipment specificationWork closely with all cross-functional teams and external vendors to conceptualize the automation and digitalization designTo keep abreast of the latest developments in industrial automation technology, evaluate and select the technology which is best suited for WSA needsProvide Design-for-Automation requirements input to Product Designers to make products automation-friendly during product development phaseAnalyze manufacturing process, assess automation/digitalization opportunities and feasibility and recommend the tools, equipment, processes required to fulfil the needsUsing models, sketches and simple simulation processes to explore ideas, refine options and reduce operational lifecycle costSmart Lean program for continuous improvement on shop-floor excellenceDefine steps to deliver flawless operation from Day 1Design EffectivenessIdentify weak components and set improvement targetsDevelop equipment design standardsAssess design optionsPlan and implement Maintenance PreventionPerform Defect Prevention/Enhancing project valueProject GovernanceSource and manage the automation vendors and ensure timely delivery of the projectsAvoid common pitfalls that are the root causes of late and costly capital projectsCapturing lessons learnt and cross-project learningAssess current capital project management processesImplement improved project delivery processes (Define - Design – Refine – Improve)Drive and implement rigorous quality standards for all aspects of the automation delivery from initial concept to final commissioning and handoverRequirementsThe successful candidate will ideally be equipped with minimum 2 years of automation engineering experience from design to implementation of Automatic Assembly Machines in Medical Device or Electronics Manufacturing / Semiconductor environment. Fresh graduate with exposure to automation and digitalization projects are also welcome.Exposure to design and delivery of Industrial equipment/ systems, with exposure in Robotic Assembly, SMT Manufacturing processes, and Box-Build Assembly processesPrior working experience of Machine vision, PLC, and PC based programming is preferredVersed in Design for Automation, FMEA, DOE, Statistical Process Control, OEE, and basic knowledge of Lean Six Sigma will be an advantageBachelor Degree / Diploma in Mechatronics / Mechanical/ Electrical & Electronics / Computer Engineering","'C', 'Golang', 'R'","['Assembly', 'Box', 'Computer Engineering', 'Design', 'Electronics', 'Industrial Automation', 'Manufacturing', 'Market', 'Mechatronics', 'Product Development', 'Programming', 'Project Management', 'Robotics', 'Semiconductors']"
Assembly Equipment Engineer - Die Attach,Micron,Malaysia,2020-11-18,"Micron’s vision is to transform how the world uses information to enrich life for all. Join an inclusive team focused on one thing: using our expertise in the relentless pursuit of innovation for customers and partners. The solutions we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Req. ID: 238261As a Die Attach Equipment Engineer, you will be oversees the installation, modification, upgrade and maintenance of manufacturing equipment including studies equipment performance and reliability to ensure production equipment is in control and quality of product is meeting expectation; sustaining and improving key performance indices of the equipment through continuous improvement activities; reducing cost through qualifying 2nd source; ensuring effective and efficient equipment risk management strategy; continuous develop new capabilities ahead of needs.Responsibilities and Tasks:Implement Preventive/Predictive maintenance programDevelop equipment maintenance specificationMonitor equipment performance key indicators and responsible to meet expectationProvide necessary production supportEstablish spare inventory system for key equipmentMonitor spare cost and drive down liabilities of spare inventoriesWork with Purchasing to identify critical suppliers and develop 2nd sourcing strategyIdentify the key cost drivers and work on cost reduction programsDefine, develop and maintain equipment capabilities, strategy and roadmapMaintaining a matrix on equipment capabilities and constraintsWork with equipment suppliers to develop new material / capabilitiesRegularly conduct equipment benchmarking exerciseWork with equipment suppliers to develop new capabilityWork with Package Development team to establish production capabilities for new productRequirements:Master / Degree in Mechanical, Mechatronics, Electrical & Electronics or related EngineeringMinimum 3 years of working experience in semiconductor industry.Excellent interpersonal, communication and leadership skill with an extremely positive attitude towards working as a team.Self-motivated, possess initiative and ability to work independentlyTeam player with good communication and interpersonal skillsAbout Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visit micron.com/careersAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Micron prohibits the use of child labor and complies with all applicable laws, rules, regulations and other international and industry labor standards.Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron’s Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing our General Contact FormKeywords: Baru kawan || Pulau Pinang (MY-07) || Malaysia (MY) || Backend Manufacturing || College || Regular || Manufacturing/Production Operations || #LI-JT2 || Tier 3 ||","'C', 'Excel', 'R'","['Apache Spark', 'Artificial Intelligence (AI)', 'Assembly', 'Automotive', 'Autonomous Vehicle', 'Benchmarking', 'Communication', 'Electronics', 'Human Resource (HR)', 'Innovation', 'Leadership', 'Machine Learning', 'Manufacturing', 'Market', 'Mechatronics', 'Networking', 'Neural Network', 'Risk Management', 'Semiconductors', 'Sustainability', 'Trade', 'Transformer', 'Virtual Reality (VR)']"
"Assembly Equipment Technician - Post Encapsulation (Singulation,Open Shot Testing)",Micron,Malaysia,2020-11-19,"Micron’s vision is to transform how the world uses information to enrich life for all. Join an inclusive team focused on one thing: using our expertise in the relentless pursuit of innovation for customers and partners. The solutions we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Req. ID: 218301Performs electrical or mechanical troubleshooting to determine equipment problems in manufacturing process. Dismantles, adjusts, repairs and assembles equipment according to layout plans, blueprints, operating or repair manuals. Perform equipment modifications as directed by engineers. Perform periodic basic equipment preventive/predictive maintenance & Perform daily/weekly equipment critical parameters inspection. Ensure zero defect products by ensuring proper equipment setup & buyoffResponsibilities and Tasks:Bring up equipment in an efficient manner and minimum downtimeOperate and maintain equipmentApply problem solving technique by available tools and resources to solve problemPerform routine equipment health check / conversion as definedRequirements:Diploma in Mechanical, Mechatronics, Electrical & ElectronicsGood communication and interpersonal skills with a strong interest in working in a dynamic environmentKnowledge in Post Encapsulation (Singulation,Open short testing) with 3 years’ experience in Semiconductor Manufacturing will be added advantages.Strong Performer, Fast Learner, independent and highly motivatedCapability of analyzing data and problem solvingAbout Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visit micron.com/careersAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Micron prohibits the use of child labor and complies with all applicable laws, rules, regulations and other international and industry labor standards.Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron’s Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing our General Contact FormKeywords: Batu kawan || Pulau Pinang (MY-07) || Malaysia (MY) || Backend Manufacturing || Experienced || Regular || Manufacturing/Production Operations || #LI-MP3 || Tier 2 ||","'C', 'R', 'Golang'","['Apache Spark', 'Artificial Intelligence (AI)', 'Assembly', 'Automotive', 'Autonomous Vehicle', 'Communication', 'Human Resource (HR)', 'Innovation', 'Leadership', 'Machine Learning', 'Manufacturing', 'Market', 'Mechatronics', 'Networking', 'Neural Network', 'Problem Solving', 'Repair', 'Semiconductors', 'Sustainability', 'TestNG', 'Testing', 'Trade', 'Transformer', 'Virtual Reality (VR)']"
Test Process Engineer,Micron,Malaysia,2020-11-18,"Micron’s vision is to transform how the world uses information to enrich life for all. Join an inclusive team focused on one thing: using our expertise in the relentless pursuit of innovation for customers and partners. The solutions we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Req. ID: 242624As a Test Process Engineer, you are responsible for equipment buyoff and process readiness to support manufacturing start up. You are required to work with cross functional team to ensure the process readiness, and qualify for ISO certification. Continuous drive for process improvement to support the business objectives.Responsibilities:Primarily responsible for equipment buyoff and process readiness to support manufacturing start upWork on resolving manufacturing line problemsWork closely with cross functional team on audit certificationResponsible for new process baseline qualificationsLead and participate in yield improvement and cost reduction activitiesCoordinate and carry out process, equipment and material evaluation/optimization to implement changes at process stepLiaise with material suppliers to achieve quality, cost and risk management objectivesDevelop and optimize processes to improve product quality and reliabilityIdentify, diagnose and resolve process related problems by applying failure analysis, FMEA, 8D or SPC methodology.About Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visit micron.com/careersAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Micron prohibits the use of child labor and complies with all applicable laws, rules, regulations and other international and industry labor standards.Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron’s Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing our General Contact FormKeywords: Penang || Pulau Pinang (MY-07) || Malaysia (MY) || Backend Manufacturing || Experienced || Regular || Engineering || #LI-JT2 || Tier 4 ||","'C', 'R'","['Analysis', 'Apache Spark', 'Artificial Intelligence (AI)', 'Audit', 'Automotive', 'Autonomous Vehicle', 'Human Resource (HR)', 'Innovation', 'Leadership', 'Machine Learning', 'Manufacturing', 'Market', 'Methodology', 'Networking', 'Neural Network', 'Process Engineering', 'Risk Management', 'Sustainability', 'Trade', 'Transformer', 'Virtual Reality (VR)']"
Mechanical Technician,JACOBS DOUWE EGBERTS,Malaysia,2020-11-20,"Company DescriptionIt’s amazing what can happen over a cup of coffee"". At JACOBS DOUWE EGBERTS (JDE), we’ve made it our mission to find out. Our people have been raising the bar since day one, thinking fast and acting even faster to make an impact that’s felt around the world. JDE is the home to some of the most well-known coffee brands in the world.For more than 265 years, we have been inspired by the belief. Today our coffee & tea portfolio is available in over 140 countries around the world through iconic household names including: Jacobs, Tassimo, Moccona, Senseo, L’OR, Douwe Egberts, Super, Kenco, Pilao & Gevalia etc.What’s it like to work at JACOBS DOUWE EGBERTS?At JDE, we are convinced that to grow our company we need to grow our people – through learning, coaching and experiences. We want you to be the best that you can be and encourage you to take ownership for your career.Job DescriptionThe Mechanical Technician is responsible to maintain adequately all plant types of equipment, to perform the preventive maintenance program and address all plant equipment problems effectively and efficiently with necessary corrective actions to minimize the loss in production time and capacity. You will also be responsible to assist and support the engineer on a project basis for the plant.To assist the Mechanical Engineer to ensure the safety of machinery structure in the plant.To weld, fabricate and repair any necessary faulty parts of the machine.To complete and record the monthly maintenance checklist.To take care of plant facilities such as leakage of pneumatic air and water, building doors, changing of the steam gasket, and piping jobs.To take care of the tools at the workshop.To repair the pumps such as changing the mechanical seal, lubrication and greasing.Perform necessary maintenance for building and facilities.Routine inspection on all machinery as per schedule and non-scheduled maintenance.Sustain machine in good condition and the uptime of the equipment meeting the operational goals of uptime, cost and yield.Participate in start-up and shut down activities.To establish and implement preventive maintenance and calibration of equipment.To train the operator on equipment maintenance.Carry out preventative and corrective maintenance work required in the plant.Manage mechanical maintenance work.To complete any mechanical tasks assigned by Superior / Head of Department.To obey company rules and regulation.QualificationsMinimum SPM with Certificate / Diploma in Mechanical Engineering or equivalent.At least 3 years of working experience in related industry, preferably in the food & beverage industries.Possess hands-on mechanical repairing or mechanical maintenance know-how.Self-motivated, able to work with minimum supervision.Additional InformationOther benefits you might be interested:Medical, ParkingHandphone, Transportation, Attendance allowanceOutstanding Career Development OpportunitiesThe best coffee and tea served all day in our office – Can you imagine that?Are you ready to make that career shift & grow a great portfolio with us? Click the ‘I'm Interested’ button and we will get in touch with you soon.Thank you for your interest in JDE, please note we will only reach out to successful candidates.","'C', 'R'","['Coaching', 'Imagine', 'Machinery', 'Mechanical Engineering', 'Repair', 'Transportation']"
