title,company,country,date_posted,description,indeed_skills,skills
Software Engineer,Globe,Philippines,2020-11-07,"At Globe, our goal is to create a wonderful world for our people, business, and nation. By uniting people of passion who believe they can make a difference, we are confident that we can achieve this goal.Job DescriptionThe Software Engineer will be part of the Model Operations team which is tasked to ensure the machine learning jobs are running in production and integrated to Globe systems.A machine learning softwareengineer is mainly responsible for:Refactor or wrap data scientists’ code in an optimized/automated manner (production-ready)Ensures that ML jobs are running smoothly on a monthly basisRefactor or wrap data scientists’ code to be served via API, web service (e.g. Flask)Integrate model scores to Globe systemsMake Your Passion Part of Your Profession. Attracting the best and brightest Talents is pivotal to our success. If you are ready to share our purpose of Creating a Globe of Good, explore opportunities with us.","'C', 'Go', 'R'","['Application Programming Interface (API)', 'Azure Machine Learning', 'Software Engineering']"
Medical Laboratory Scientist,Singapore Diagnostics,Philippines,2020-11-04,"Qualification: Candidate must be a graduate of BS Medical Technology / BS Medical Laboratory Science or equivalentRequired: Licensed/Registered Medical Technologist (RMT)Applicants with/without experience are encourage to applyMust be willing to work in shifting scheduleFull time position/s availableLocation: Makati, Taguig, Pasay & Quezon CityJob Description: Analyze suitability of specimen prior to processingPerform daily maintenance needed by the equipment and log in appropriate logbooks all important detailsPerform appropriate troubleshooting of equipment (when necessary)Perform calibration and daily quality control for analytesAnalyze Quality Control result. Has the knowledge to identify trends and shifts.Perform physical, chemical, microscopic and microbiological examination on blood and other body fluidsPerform completion of test resultsAnalyze laboratory reports and data accuracyProper archiving of specimenCompany Benefits: HMODentalMaternityMedicine ReimbursementRice SubsidyClothing AllowanceVacation LeaveSick LeaveLoansJob Types: Full-time, PermanentSchedule:Flexible shiftExperience:Medical Technologist: 1 year (Preferred)License:Medical Technologist (Required)","'C', 'R'","['Chemical', 'Quality Control']"
Associate Data Scientist - Contract,บริษัท ธนาคารทหารไทย จำกัด (มหาชน),Thailand,2020-11-03,"หน้าที่และความรับผิดชอบExecute fundamental analytic approaches that solves the problem for BUsSupport tools development and provide data insights for data analytics team in order to find solutions and to monitor business performance and make a recommendation to achieve business targetคุณสมบัติBachelor Degree major in Engineering, Mathematics, Physics, Business Administration, Economics or related fieldGPA 3.0 UpThai nationalityAge not over 25 years or if over 25 years must be a fresh graduated of the year 2019-2020Focus on subject ex. Computer Engineering, Computer Science, Financial Engineering, StatisticsNew graduates onlyInterested candidates please click APPLY NOWคุณสมบัติพื้นฐานคุณสมบัติพื้นฐานประเภทของงาน : งานตามสัญญาจ้าง รายเดือน/รายปีจำนวน : ไม่ระบุเพศ : ชาย/หญิงเงินเดือน(บาท) : สามารถเจรจาต่อรองได้ประสบการณ์ : 0 ปีสถานที่ : กทม. (จตุจักร)การศึกษา : ปริญญาโทสวัสดิการทำงานสัปดาห์ละ 5 วันประกันสังคมเกี่ยวกับบริษัทAt TMB , we are committed to Make THE Difference in the Thai banking sector. By empowering our employees to always challenge and improve upon the status quo in everything we do, TMB is in turn able to deliver value to all our stakeholders: our customers, our shareholders, our community and, of course, our employees themselves. For the past five years, TMB has relentlessly transformed into a solid financial institution backed by five consecutive years of earnings growth and we are aggressively approaching the next chapter to do even better. To succeed, we start from our employees to help build and sustain a strong corporate culture where all of us pull in the same direction to optimise the customer experience end-to-end.TMB is looking for employees who are gaame changers: people who are passionate about shifting the paradigm and can Make THE Difference in everything we do.ชื่อผู้ติดต่อ : Human Resourcesที่อยู่ : TMB BANK PUBLIC COMPANY LIMITED 27th Fl., Tower A , 3000 Phahonyothin Rd., Ladyao, Chatuchak, Bangkok 10900โทรศัพท์ : 0-2299-1111,0-2299-1732,02-299-1853โทรสาร : 0-2242-3594โฮมเพจ : http://www.tmbbank.com/career","'C', 'R', 'Statistics'","['Banking', 'Business Administration', 'Computer Engineering', 'Computer Science', 'Customer Experience', 'Data Analytics', 'Economics', 'Financial Engineering', 'Human Resource (HR)', 'Mathematical Physics', 'Mathematics', 'Transformer']"
Marketing Expert: Analytics & Customer Value Management,GetLinks,Thailand,2020-11-05,"Job Descriptionloading...SalaryNegotiableType of employmentFull-timePrefer talents inThailandSkillsetCrmData AnalysisCommercialPerks and BenefitsWorld Class DevelopersEngineering focused environmentComfortable office space TDPKMacBook Pro 16GB with 21.5"" LEDVergin Active 101 Club","'C', 'Data Analysis'","['Analytical', 'Data Analysis', 'Management', 'Marketing']"
"Senior Manager, Paid Social (Bangkok based, relocation provided)",Agoda,Thailand,2020-11-03,"About AgodaAgoda is an online travel booking platform for accommodation, flights, and more. We build and deploy cutting edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ talents coming from 90+ different nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enabling our customers to experience the world.Get to Know our Team:The Performance Marketing Team of Agoda is a world leader in online marketing. This department is highly data-driven and focused on developing at-scale marketing programs that improve the lifetime value of Agoda customers through measurable marketing programs and channels. The team is a blend of the best analysts, marketing strategists, and data scientists in the world. The marketing leadership at Agoda have deep experience in data science, product, strategy, and other marketing fields and have built an organization that thrives on data, creative ideas, and technology. The Performance Marketing Team also fosters a great learning environment. You will be able to learn and grow by working closely with experts from a variety of backgrounds from all over the world.In this role, you’ll get to:Manage, develop and motivate a paid social teamTest, analyze and optimize campaigns, deliver data-driven insights in order to maximize performanceOwn marketing spend including strategy, planning and execution of marketing activities in new channelsManage the relationships with partners and marketing channels, including commercial terms, bidding strategies and technical implementationsWork with Agoda website Product Owners to implement new IT developments to improve existing advertising programs or add new advertising programs to the Agoda channel mixDevelop a deep understanding of Agoda’s website offerings and of Agoda’s target markets to create actionable advertising programs, leveraging insightful creatives and best-in-class segmentationWork with our designers and language specialists to create ads for more than 40 languagesConstantly identify growth areas and conduct experiments to prove potential growth areasInnovate to drive improvement by leveraging the latest technologies, analytics and optimization processesWhat you’ll need to succeed:At least 5 years of relevant experience in a high responsibility role in Display / Paid Social / App AdvertisingExperience in managing a team of professionalsStrong analytical abilities, especially with respect to experimental design and analysisExperience with DSPs / RTBs is a plusStrategic thinking and planningExperience in and a passion for projects involving big data and statistical modelsExcellent skills in presenting and analyzing data and creating actionable reportsExcellent interpersonal skills and demonstrated ability to report and persuade different levels, including senior managementAbility to work under pressure in a fast paced / rapidly changing environmentDetail-oriented with strong organizational and time management / prioritization skillsIt’s great if you have:Experience in R studio, data modeling, hypothesis testingEqual Opportunity EmployerAt Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person's merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.By applying to this job, you agree that Agoda may process your personal data in accordance with Agoda applicants privacy statement.LI-SM31","'C', 'Excel', 'R'","['Advertising', 'Analytical', 'Big Data', 'Collaboration', 'Creativity', 'Data Modelling', 'Data Science', 'Design', 'Hypothesis Testing', 'Information Technology (IT)', 'Innovation', 'Leadership', 'Market', 'Marketing Channel', 'Online Marketing', 'Platform', 'Privacy', 'R', 'RStudio', 'Statistical Model', 'Strategic Planning', 'Time Management']"
"Senior Manager, Marketing Strategy and Analytics (Bangkok-based, relocation provided)",Agoda,Thailand,2020-11-03,"About AgodaAgoda is an online travel booking platform for accommodation, flights, and more. We build and deploy cutting edge technology that connects travelers with more than 2.5 million accommodations globally. Based in Asia and part of Booking Holdings, our 4,000+ talents coming from 90+ different nationalities foster a work environment rich in diversity, creativity, and collaboration. We innovate through a culture of experimentation and ownership, enabling our customers to experience the world.Get to Know our Team:The Performance Marketing Team of Agoda is a world leader in online marketing. This department is highly data-driven and focused on developing at-scale marketing programs that improve the lifetime value of Agoda customers through measurable marketing programs and channels. The team is a blend of the best analysts, marketing strategists, and data scientists in the world. The marketing leadership at Agoda have deep experience in data science, product, strategy, and other marketing fields and have built an organization that thrives on data, creative ideas, and technology. The Performance Marketing Team also fosters a great learning environment. You will be able to learn and grow by working closely with experts from a variety of backgrounds from all over the world.In this role, you’ll get to:In the Senior Manager, Marketing Strategy and Analytics role, you will lead strategic and operational initiatives that create both growth and efficiency across the company. In this role, you will work directly with multiple stakeholders, including executive leadership and various cross-functional departments to successfully implement key initiatives. You will frequently present to senior stakeholders across the company. You will impact Agoda's business through exploring new business opportunities, analyzing complex scaling challenges, and improve existing operations. We’re looking for the future leaders of Agoda who think critically, learn from mistakes, and adapt quickly.What you’ll need to succeed:Bachelor’s degree; MBA or other advanced technical degree preferred4+ years experience in management consulting, investment banking, or strategy/business operations for a fast-growing globally operating tech companyStrong analytical abilities and experience working with large datasets.Strategic thinking and planning, hands-on and full ownership mentalityExcellent skills in presenting and analyzing data and creating actionable reports as this role requires frequent presentation to senior stakeholders across the companyExperience in and a passion for projects involving big data and statistical modelsExcellent interpersonal skills and demonstrated ability to report and persuade different levels, including senior managementIt’s great if you have:Experience in experimental design and analysis is a plusEqual Opportunity EmployerAt Agoda, we pride ourselves on being a company represented by people of all different backgrounds and orientations. We prioritize attracting diverse talent and cultivating an inclusive environment that encourages collaboration and innovation. Employment at Agoda is based solely on a person's merit and qualifications. We are committed to providing equal employment opportunity regardless of sex, age, race, color, national origin, religion, marital status, pregnancy, sexual orientation, gender identity, disability, citizenship, veteran or military status, and other legally protected characteristics.To all recruitment agencies: Agoda does not accept third party resumes. Please do not send resumes to our jobs alias, Agoda employees or any other organization location. Agoda is not responsible for any fees related to unsolicited resumes.By applying to this job, you agree that Agoda may process your personal data in accordance with Agoda applicants privacy statement.LI-SM31",'Excel',"['Analysis', 'Analytical', 'Big Data', 'Business Operations', 'Collaboration', 'Creativity', 'Data Science', 'Dataset', 'Design', 'Innovation', 'Investment Banking', 'Leadership', 'Management Consulting', 'Online Marketing', 'Platform', 'Presentation', 'Privacy', 'Statistical Model']"
3 months Temp Lab Assistant (TUAS) #EJY,Recruit Express,Singapore,2020-11-12,"DescriptionWe are hiring under Recruit Express headcount and you will be deployed to:Location: TuasPay: $1600Duration: 3 MonthsWorking Hours: Monday - Friday, 8am - 5pmResponsibilities:Clean, pack and label of sample containers and packaging materialsTracking of packaging inventories due for cleaning/maintenanceEntering of data in database and excel spreadsheetDisposal of chemical wastesAny other task given by Lab ManagerRequirements:Ability to work in cleanroom environmentAble to commit for 3 MonthsInterested applicants, please Email and look forJennifer Yap Wai TingEmail Address: east6@recruitexpress.com.sgOutsourcing TeamRecruit Express Pte LtdEA Licence No: 99C4599We regret that only shortlisted candidates will be contacted.IndustryHealthcare / Pharmaceutical / Life Science / Medical DeviceOthersProduction / ManufacturingSpecializationChemist / Research ScientistOthersLocationWestEmployment TypePart-timeContract / TempSalaryS$1,501 - S$2,600 / mthIf you meet the requirements of this role, please email a detailed resume in Word document to East 6.CEI Registration No.: -Email: east6@recruitexpress.com.sgTel: 67860100All information will be treated with strictest confidence. We regret that only short-listed applicants will be notified.","'C', 'R'","['Chemical', 'Cleanroom', 'Database', 'Email', 'Life Science', 'Microsoft Excel', 'Outsourcing', 'Research']"
"Strategy Director, Strategy & Planning",Digitas,Singapore,2020-11-11,"We are looking for a strategy leader who is adept in understanding how brands grow in the digital age. You’ll be amazing at weaving together pitch-winning or award-winning stories and expert in the role of content to form connected big ideas spanning Paid, Owned and Earned channels. You’ll join the strategy Communications Practice, with outputs that blend Digitas capabilities to deliver integrated platform ideas and solutions. The successful candidate will therefore possess a broad spectrum of experience in brand, creative and communications strategy.The Strategy Director is a highly experienced, creative and collaborative individual. Someone that brings natural presence, business acumen and an exceptional track record working with leading brands. Our approach is collegiate and thrives on diversity; Strategists work with client leads, creatives, data scientists, experience designers and solution consultants within Digitas as well as forming Power Of One solution teams across Publicis Groupe. At the inter-section of technology, data and creativity we believe we can offer more meaningful connected experiences between brands and people.The role is responsible for regional and local clients and new business prospecting in Singapore. The Singapore office is an engine for growth for the brand across ASEAN markets, so you may also be asked to support the network from time to time. Sound like you? Then we’d love you to get in touch.Experience we need:✦ At least 8 years of strategy and planning experience in relevant digital and creative agencies – consulting and client-side experience will also be considered✦ An excellent track record for leading strategic engagements and creative outcomes with global client brands in multi-cultural, multi-agency and network teams✦ Exposure to a variety of industry verticals with depth and breadth of expertise in one or two categories: FMCG, Alcohol, Finance, Consumer Electronics✦ Specific strategy experience in brand, creative and communications strategy with added emphasis on content, social and the role of influence.✦ An analytical mind with deep market knowledge, able to make recommendations using various research sources, tools and analytics techniques to uncover insight✦ Strong creative problem solving, both on a conceptual level in defining the strategic vision and a practical level in shaping scopes, plans and operations✦ Up-to-date knowledge of leading marketing technologies (Martech) and digital experience platforms (DXP) popular in APAC✦ Authentic leadership qualities when working within project or pitch teams✦ Bachelor's degree or equivalent.Your responsibilities:✦ Be a role model and champion for strategy and Digitas within the agency✦ Weave together pitch-winning and award-winning stories✦ Strategise the role of content to form connected big ideas across POE channels✦ Be an inspiration and guide for the creatives, project and pitch teams✦ Guide a journey-based ideation process and efforts all the way through to delivery✦ Sell-in new offerings and products to existing clients by identifying strategic gaps✦ Maintain cross-functional relationships and help agency leads in the Groupe✦ Be a champion for effectiveness and how to develop data-driven strategy✦ Build morale and motivation within strategy, coaching and supporting your team✦ Take on the role of thought leader, forming initiatives to develop skills and knowledge✦ Support recruitment activities within strategy aligned to the business plan.","'CG', 'C'","['Analytical', 'Business Acumen', 'Business Plan', 'Coaching', 'Communication', 'Consulting', 'Creativity', 'Digital Image', 'Electronics', 'Finance', 'Leadership', 'Market', 'Marketing', 'Network', 'Platform', 'Problem Solving', 'Research']"
Mad Food Scientist #SGUnitedJobs,PEALET PTE. LTD.,Singapore,2020-11-14,"The Mad Food ScientistThe food industry is going through a renaissance, and we are looking for a food technologist to embark on the next phase of this exciting journey with us.Core ResponsibilitiesWork closely with the core strategic team to develop CPG products for kids from ages 1 to 12.Manage innovation and development from conceptualisation to prototype and finally launch.Refining product formulation to improve product based on feedback data.Assist in quality audits.Work with the data team to plan and conduct product feedback and sensory taste experiments.Company Culture & FitThe HaruPlate team is made up of creative individuals who thrive on innovative ideas, open communication, empathy, and a supportive team culture. If you enjoy working in such an environment, you should really talk to us!About HaruPlateA flagship brand under Pealet Pte Ltd, HaruPlate is a Singapore-grown brand that creates wholesome products that inspire little palates to embrace healthy food adventures. Our objective: to get the little ones growing happier and mightier!","'C', 'R'","['Audit', 'Communication', 'Empathy', 'Innovation', 'Objective-C', 'Rally']"
Director of Product,Ambition Group Singapore Pte Ltd,Singapore,2020-11-10,"Job Description :Our client is a well-funded Technology Marketplace with operations across APAC. With Singapore being their headquarters, they are looking for a Director of Product to be based here, with the aim of heading up a sizable product team covering Customer Experience, User Acquisition, Retention and various other product lines.As part of the leadership team, you will be responsible for product strategy, vision, roadmap, GTM strategies, new product development etc. while working closely with data scientists, engineers, designers and business stakeholders across the region.Requirements :10+ years' Product Management experience in Tier-1 Internet Companies, B2C Marketplaces or Customer-facing organisations5+ years' experience in building/managing a regional team - APACBachelor's degree in Computer Science, Engineering, Economics, Finance or Business Administration. Masters or MBA preferredTrack record of developing and launching products from scratch focusing on User Acquisition, Customer Experience, Retention, Trust, Safety, Search, Recommendation etc.Experience working in a highly Agile environmentStrong stakeholder management with Customers and C-level/Founding teamExcellent business acumen and strong problem solving capabilityIf you are keen to explore this exciting role, please click on APPLY NOW or email your CV to apoorva.mohan@ambition.com.sg to learn more.Licence Number : 10C5117 | EA Registration Number : R1659953Ambition not only recruits on behalf of some exceptional companies but due to unprecedented growth, Ambition is also looking for talented individuals to join our fantastic recruitment business. To apply for Ambition's current global opportunities click .Job Description : Our client is a well-funded Technology Marketplace with operations across APAC. With Singapore being their headquarters, they are looking for a Director of Product to be based here, with the aim of heading up a sizable product team","'C', 'R', 'Excel'","['Agile', 'Business Acumen', 'Business Administration', 'C', 'Computer Science', 'Customer Experience', 'Economics', 'Email', 'Engineering', 'Finance', 'IT Operations', 'Internet', 'Leadership', 'Problem Solving', 'Product Development', 'Product Management']"
User Experience Design Intern,XYPHER PTE. LTD.,Singapore,2020-11-12,"As a User Experience Design Intern at DATAVLT, you will be exposed to different projects, building a solid foundation and reinforce your knowledge as a fledgling UX/Product Designer. Together with mentorship and guidance from an experienced team, this programme will harness your potential and fast track your career in the industry.ResponsibilitiesAs our User Experience Design Intern, you willAnalyse data gathered to identify the business problems, requirements and opportunities presentedCraft design solutions with functional, logical and interactive insightsCollaborate in the development of user personas, journeys, stories, product frameworks and system designDesign and document user flows, wireframes, prototypes and high fidelity mock-ups optimized for web, mobile, app interfacesUnderstand platform design guidelines and generate professional digital output that is usable, compliant, facilitating the developmentGuide overall UI standards towards developing and maintaining a unified design language (together with the Product Team)Occasionally handle design activities for digital marketing materials such as website banners, electronic mailers/ newsletters, social media and other online collaterals, etc.Ideal candidate should possess the skills as specified below:RequirementsPreferred course of study in User Interface Experience or relevant disciplineProficient in design and prototyping tools such as Figma, Adobe XD, Photoshop, Illustrator, etc.Hands-on experience in user flow, storyboarding, wireframes and prototypingA creative thinker with excellent design sense, strong visualization skills and attention to detailsA team player with excellent communication skills (written and verbal) and the ability to learn fastFlexible and adaptive to change in a start-up environmentA UX Portfolio or Research Project that exhibits your design thinking skillsExperience in design system and copywriting is a bonus!What's in it for youGain a good knowledge and experience with driving and applying user-centred design processes while working collaboratively with cross-functional teams (includes website engineers, product managers, data scientists, digital marketers and various stakeholders)Learn to work using the AGILE methodology and design a simple software component or interface according to functional specifications and business requirementsLearn to translate user requirements and observations, work processes, and stakeholder feedback into functional high-fidelity design mock-ups with detailed UIUtilize appropriate software design methods and tools, in line with the organization’s software design practice and principlesPlease forward your CV to our email: hr@datavlt.com","'C', 'R'","['Ad Design', 'Agile Methodology', 'Communication', 'Copywriting', 'Digital Marketing', 'Electronics', 'Email', 'Newsletters', 'Platform', 'Prototyping', 'Research', 'Social Media', 'Software Design', 'Storyboarding', 'User Experience (UX)', 'User Experience Design', 'User Interface (UI)', 'Visualization', 'Wireframes']"
"Strategy Director, Strategy & Planning",DIGITAS SINGAPORE,Singapore,2020-11-12,"Company DescriptionDigitas is a high-energy low hierarchy playground, where brilliant minds come together to make modern, purposeful marketing. Our role is to offer end-to-end expertise designed to orchestrate beautiful data-driven customer experiences. A modern agency process that delivers connected capabilities across Data, Strategy, Technology, Creative and Delivery.We are Digitas. We create Connected Experiences. Where everything connects (a quote from DaVinci). This is important because people feel disconnected. Research has shown that loneliness has gone global. Done right, technology brings us together, such as through a pandemic. Even so, technology has its role in creating a kind of collective anxiety. A sense of something missing. Screen time might be ridding us of ‘boredom’, but it is not freeing our minds to connect creatively. Marketers also struggle to stay in touch, using data in sophisticated ways to execute the same basic advertising. All this leads to a disconnect between brands and people, resulting in an ad-blocked and overloaded world.We pride ourselves on having one of the most innovative strategy teams in the business. Our goal to design the right end-to-end journeys – people are at the centre of everything we do. Data is our fuel. Our clients regularly sing our praises, and who can blame them: from several of the world’s largest banks to household names in travel, shopping, food, and leisure, our work is broad and innovative. We offer more than just best-in-class insights; we strive to offer every employee an amazing career path with a generous helping of fun.Job DescriptionWe are looking for a strategy leader who is adept in understanding how brands grow in the digital age. You’ll be amazing at weaving together pitch-winning or award-winning stories and expert in the role of content to form connected big ideas spanning Paid, Owned and Earned channels. You’ll join the strategy Communications Practice, with outputs that blend Digitas capabilities to deliver integrated platform ideas and solutions. The successful candidate will therefore possess a broad spectrum of experience in brand, creative and communications strategy.The Strategy Director is a highly experienced, creative and collaborative individual. Someone that brings natural presence, business acumen and an exceptional track record working with leading brands. Our approach is collegiate and thrives on diversity; Strategists work with client leads, creatives, data scientists, experience designers and solution consultants within Digitas as well as forming Power Of One solution teams across Publicis Groupe. At the inter-section of technology, data and creativity we believe we can offer more meaningful connected experiences between brands and people.The role is responsible for regional and local clients and new business prospecting in Singapore. The Singapore office is an engine for growth for the brand across ASEAN markets, so you may also be asked to support the network from time to time. Sound like you? Then we’d love you to get in touch.The experience we need:At least 8 years of strategy and planning experience in relevant digital and creative agencies – consulting and client-side experience will also be consideredAn excellent track record for leading strategic engagements and creative outcomes with global client brands in multi-cultural, multi-agency and network teamsExposure to a variety of industry verticals with depth and breadth of expertise in one or two categories: FMCG, Alcohol, Finance, Consumer ElectronicsSpecific strategy experience in brand, creative and communications strategy with added emphasis on content, social and the role of influence.An analytical mind with deep market knowledge, able to make recommendations using various research sources, tools and analytics techniques to uncover insightStrong creative problem solving, both on a conceptual level in defining the strategic vision and a practical level in shaping scopes, plans and operationsUp-to-date knowledge of leading marketing technologies (Martech) and digital experience platforms (DXP) popular in APACAuthentic leadership qualities when working within project or pitch teamsBachelor's degree or equivalent.Your responsibilities:Be a role model and champion for strategy and Digitas within the agencyWeave together pitch-winning and award-winning storiesStrategise the role of content to form connected big ideas across POE channelsBe an inspiration and guide for the creatives, project and pitch teamsGuide a journey-based ideation process and efforts all the way through to deliverySell-in new offerings and products to existing clients by identifying strategic gapsMaintain cross-functional relationships and help agency leads in the GroupeBe a champion for effectiveness and how to develop data-driven strategyBuild morale and motivation within strategy, coaching and supporting your teamTake on the role of thought leader, forming initiatives to develop skills and knowledgeSupport recruitment activities within strategy aligned to the business plan.","'CG', 'C', 'R'","['Advertising', 'Analytical', 'Business Acumen', 'Business Plan', 'Coaching', 'Communication', 'Consulting', 'Creativity', 'Customer Experience', 'Design', 'Digital Image', 'Energy Law', 'Finance', 'Leadership', 'Market', 'Marketing', 'Network', 'Platform', 'Problem Solving', 'Research']"
Research Engineer,SUNBIRD BIO PTE. LTD.,Singapore,2020-11-12,"The Company:SunBird Bio is a Singapore start-up focusing on developing innovative molecular diagnostic technologies to empower patient care. Our platform technologies reveal new insights about challenging diseases (think cancers and neurodegenerative diseases), enabling earlier detection and better treatment options. These technologies have received multiple awards and are widely featured in news media for their scientific breakthroughs. At SunBird Bio, we are bringing to market these innovative technologies. We are a passionate team coming together from a wide range of backgrounds to solve complex diagnostics problems and realize transformative solutions. At SunBird Bio, your work matters! You will work with a team of creative, supportive, data-driven scientists and venture capital investors to make our vision of diagnostics in medicine a reality.Job Specification:The Research Engineer will work directly with a team of scientists to design, test and develop new assays. The successful candidate will be responsible for ensuring project goals are met in a timely manner and to communicate the results.Work with the team to scope the project within requirements and ensure timely execution.Design, fabrication, and optimization of microfluidic chip designs that integrate novel molecular assay workflows.Translate benchtop assays to prototype microfluidic systems.Maintain accurate laboratory records and data.Prepare materials for submission to external partners.Summarize project results and present to research team and external partnersJob Requirement:PhD or Masters qualification in Biomedical Engineering, Mechanical Engineering, Molecular Biology or related disciplines.Familiar with integrating molecular assays with microfluidics.Experience with prototype microfluidic fabrication systems (e.g. 3D printers, CO2 laser, injection moulding, etc… and characterization tools).Experience with microfluidic setups and subsystems to develop working prototype systems is a plus.Experience in a lab environment, preferably with wet biology or chemistry experience is highly desired.Able to work in a fast-paced environment with tight deadlines.Able to work independently and also in a collaborative manner with an interdisciplinary team.","'C', 'R'","['Biomedical Engineering', 'Chemistry', 'Design', 'Fabrication', 'Market', 'Mechanical Engineering', 'Media', 'Medicine', 'Molecular Biology', 'News', 'Patient Care', 'Platform', 'Research', 'Venture Capiral', 'Venture Capital (VC)']"
Research Engineer / Scientist (1-year contract),ROBERT BOSCH (SOUTH EAST ASIA) PTE. LTD.,Singapore,2020-11-15,"Robert Bosch (South East Asia) Pte Ltd is a regional subsidiary of the Bosch Group, representing the Group's interests in Southeast Asia where it is present in all ASEAN member countries. Business operations in these countries report to Robert Bosch (South East Asia) Pte Ltd, located in Singapore. Bosch has been present in Southeast Asia since 1919, with diversified businesses in the company's four business sectors - Mobility Solutions, Industrial Technology, Consumer Goods, and Energy and Building Technology. Bosch's strategic objective is to improve quality of life with products and services that are innovative and spark enthusiasm. In short, Bosch creates technology that is “Invented for life.”Job DecsriptionDeveloping new research approaches for sensing applications in consumer electronics and smart constructionEvaluating sensor related technologies, identifying risks and developing alternate solutions for insertion into both fielded and developmental systemsPerforming system and sub-system level test, conducting experiments/data collectionsDesigning and prototyping algorithm/signal processing solutions supporting IoT stackData analysis, Modeling system and sub-system behaviorRequirementMasters or Ph.D. in Mechatronics engineering, Computer Science, Materials Science or PhysicsStrong technical skills related to magnetic, current, resistive sensor technologies, knowledge in MEMS sensor technologies will be an advantageAt least 5 years’ experience with designing, integration, prototyping, evaluating, testing and fielding solutionsKnowledge in signal processing and algorithm development, sensor modeling will be an advantageDomain knowledge in Connected Building Solutions, Indoor Air Quality, Water Quality Management, Waste Management, Sustainable Construction will be an advantage","'C', 'R', 'Golang'","['Algorithm', 'Apache Spark', 'Business Operations', 'Computer Science', 'Construction', 'Data Analysis', 'Electronics', 'Engineering', 'Internet of Things (IoT)', 'Materials Science', 'Mechatronics', 'Modelling', 'Objective-C', 'Prototyping', 'Quality Management', 'Research', 'Signal Processing', 'TestNG', 'Testing']"
Agile Project Manager,emporio analytics Pte. Ltd.,Singapore,2020-11-13,"We are looking for a passionate and driven Agile Project Manager to join our fast-growing team in Singapore. The ideal candidate will be familiar and comfortable working in a fast-paced agile environment and has strong knowledge and experience working in Kanban and scrum project settings to manage projects. The right candidate should also be excited and comfortable collaborating with cross-functional teams that consist of a scrum master, software engineers, product owners, data engineers, UX engineers and data scientists who may be located across different time zones.Job responsibilities include the following:Project ManagementCollaborate with product owners, engineers, operations teams, data analysts team members, and other key stakeholders to define project priorities, requirements, deliverables and dependenciesFacilitate scrum eventsSync up with product owners on the priority of tasksManage/remove distractions for the scrum teamBalancing operational concerns with project delivery and executionBe familiar with each project’s development and historyBe familiar with the relevant changes of each sprint’s releasesDocumentation and managing other project related materialsIncluding (but not limited to) documentation of scrum-related project matters, scrum practices for the product engineering teamComfortable with the use of project collaboration tools such as (but not limited to) Jira and ConfluenceWork with the Agile Scrum Master to build scrum culture in our global organisationCollaborate with the Agile Scrum Master to keep track of sprint’s health and team’s healthCoach team members as needed, including engineering practices, conflict resolution and scrum practicesAddress pain points of scrum team member togetherComfortable managing multiple cross-functional teams that consist of software engineers, product owners, data engineers, UX engineers and data scientistsActive listener with an ability to help the team reflect and establish clarity of thoughtsNeutral yet assertive when neededGood initiative, independent and willing to learnAdaptable to different teams’ practicesStrong people management skillsStrong verbal and written communication skills","'C', 'Golang', 'Jira'","['Agile', 'Collaboration', 'Data Analysis', 'Documentation', 'Engineering', 'Jira', 'Kanban', 'Project Management', 'Scrum', 'User Experience (UX)', 'Written Communication']"
